site,watershed,ISCO_number,record_type,year,month,day,hour,season,julian_day,running_day_of_project,Ca_ueq_L,nmCa_ueq_L,Mg_flag,Mg_ueq_L,nmMg_ueq_L,K_flag,K_ueq_L,nmK_ueq_L,Na_ueq_L,nmNa_ueq_L,Si_flag,Si_mg_L,NH4_flag,NH4_ueq_L,Al_flag,Al_ppb,Al_org_flag,Al_org_ppb,total_N_flag,total_N_ppm,Cl_ueq_L,SO4_ueq_L,nmSO4_ueq_L,NO3_flag,NO3_ueq_L,DOC_flag,DOC_mg_L,DIC_flag,DIC_mg_L,ANC_ueq_L,sp_conductance_us_cm,discharge_L_sec,H_ueq_L,HCO3_ueq_L,pH_closed_cell,pH_air_eqll,pH_initial,pH_uneqll,apparent_color_flag,apparent_color_PCU,true_color_flag,true_color_PCU,total_P_flag,total_P_ppb,Comment
WB3,WB,4,ISCO,2001,4,6,16,SPRING,96.67,5575.67,111,108,,42,26,,8.2,7.0,103,33,,2.0,<DL,1.40,,158,,,,,82,150,142,,43.5,,2.1,,,1.2,39.7,1.189,3.89,,,5.41,5.17,,,,,,,,
EB8,EB,6,ISCO,2001,4,8,16,SPRING,98.67,5577.67,65,62,,25,9,,3.8,2.0,96,28,,1.6,<DL,1.40,,78,,,,,79,93,85,<RL,0.5,,2.0,,,9.3,25.6,2.633,0.76,,,6.12,5.75,,,,,,,,
WB3,WB,6,ISCO,2001,4,8,16,SPRING,98.67,5577.67,115,112,,42,26,,8.7,7.0,100,31,,2.1,<DL,1.40,,198,,,,,80,160,152,,52.3,,1.7,,,-1.8,42.9,1.217,5.37,,,5.27,5.03,,,,,,,,
WB3,WB,S,REG,2001,4,10,10,SPRING,100.40,5579.42,118,115,,43,27,,8.9,7.0,102,34,,1.9,<DL,1.40,,313,,24,,0.98,80,170,162,,60.6,,2.4,<RL,0.4,-1.3,43.9,2.350,6.92,1.28,4.97,5.16,4.93,,,,,,,8.1,
WB3,WB,S,REP,2001,4,10,10,SPRING,100.40,5579.42,116,113,,43,27,,8.9,7.0,107,36,,2.0,<DL,1.40,,309,,24,,0.98,82,170,162,,60.6,,2.4,<RL,0.4,-3.3,44.1,2.350,6.92,,,5.16,4.91,5.00,,,,,,,
EB8,EB,S,REG,2001,4,10,11,SPRING,100.50,5579.46,61,59,,23,8,,3.8,2.0,91,26,,1.6,<DL,1.40,,90,,41,<RL,0.06,76,92,84,<RL,0.5,,1.8,,0.5,8.0,24.5,4.303,0.95,6.20,5.61,6.02,5.73,,,,,,,6.5,
EB8,EB,2,ISCO,2001,4,13,16,SPRING,103.70,5582.67,50,47,,20,7,,3.8,3.0,77,19,,1.6,<DL,1.40,,160,,,,,67,87,80,,2.5,,2.4,,,3.0,23.3,17.467,2.88,,,5.54,5.23,,,,,,,,
WB3,WB,2,ISCO,2001,4,13,16,SPRING,103.70,5582.67,95,92,,35,20,,9.2,8.0,91,29,,2.0,<DL,1.40,,775,,,,,73,200,192,,67.2,,2.0,,,-12.3,51.8,14.410,15.50,,,4.81,4.55,,,,,,,,
EB8,EB,4,ISCO,2001,4,15,16,SPRING,105.70,5584.67,50,48,,20,7,,3.8,3.0,78,20,,1.7,<DL,1.40,,139,,,,,68,88,81,<RL,0.9,,2.2,,,4.3,23.6,9.993,2.34,,,5.63,5.30,,,,,,,,
WB3,WB,4,ISCO,2001,4,15,16,SPRING,105.70,5584.67,91,88,,35,21,,8.4,7.0,88,26,,2.1,<DL,1.40,,791,,,,,72,190,183,,66.2,,2.0,,,-6.3,49.6,8.691,13.50,,,4.87,4.63,,,,,,,,
WB3,WB,S,DUP,2001,4,17,10,SPRING,107.40,5586.42,102,99,,35,21,,8.4,7.0,99,39,,2.1,<DL,1.40,,821,,44,,0.98,70,200,193,,64.8,,3.0,<RL,0.4,-5.4,49.2,8.012,13.50,0.82,4.77,4.87,4.66,,,,,,,1.3,
WB3,WB,S,REG,2001,4,17,10,SPRING,107.40,5586.42,103,100,,35,21,,8.7,7.0,103,42,,2.2,<DL,1.40,,827,,51,,1.02,71,200,193,,64.5,,2.1,,0.6,-4.4,50.0,8.012,14.10,1.15,4.74,4.85,4.64,,,,,,,1.2,
EB8,EB,S,REG,2001,4,17,11,SPRING,107.50,5586.46,49,46,,19,6,,3.6,2.0,75,19,,1.7,<DL,1.40,,152,,55,,0.11,66,87,80,<RL,0.9,,2.7,,0.5,3.8,21.9,10.107,3.09,7.81,5.73,5.51,5.28,,,,,,,2.5,
EB8,EB,S,REP,2001,4,17,11,SPRING,107.50,5586.46,50,47,,20,7,,3.6,2.0,77,21,,1.7,<DL,1.40,,149,,55,,0.11,65,87,80,<RL,0.9,,2.7,,0.5,2.9,22.3,10.107,3.02,,,5.52,5.24,5.52,,,,,,,
EB8,EB,3,ISCO,2001,4,19,16,SPRING,109.70,5588.67,54,51,,21,9,,3.6,2.0,84,29,,1.7,<DL,1.40,,155,,,,,64,88,81,<RL,0.7,,2.4,,,4.6,23.4,5.690,2.69,,,5.57,5.35,,,,,,,,
WB3,WB,3,ISCO,2001,4,19,16,SPRING,109.70,5588.67,98,95,,39,25,,8.2,7.0,89,29,,2.2,<DL,1.40,,791,,,,,70,190,183,,59.3,,2.1,,,-3.0,47.6,5.096,13.20,,,4.88,4.68,,,,,,,,
EB8,EB,4,ISCO,2001,4,20,16,SPRING,110.70,5589.67,54,52,,21,9,,3.6,2.0,75,21,,1.7,<DL,1.40,,152,,,,,63,89,82,<RL,0.5,,2.4,,,4.3,23.4,8.578,2.40,,,5.62,5.35,,,,,,,,
WB3,WB,4,ISCO,2001,4,20,16,SPRING,110.70,5589.67,97,94,,38,24,,8.2,7.0,90,30,,2.1,<DL,1.40,,742,,,,,69,190,183,,56.3,,2.7,,,-4.7,46.8,7.587,11.20,,,4.95,4.70,,,,,,,,
WB3,WB,5,ISCO,2001,4,21,16,SPRING,111.70,5590.67,91,89,,36,24,,8.4,7.0,86,31,,2.0,<DL,1.40,,815,,,,,64,190,183,,55.9,,2.3,,,-5.9,46.2,22.620,14.10,,,4.85,4.63,,,,,,,,
WB3,WB,17,ISCO,2001,4,23,0,SPRING,113.00,5592.00,83,81,,36,25,,12.0,11.0,82,30,,1.9,<DL,1.40,,"1,090",,,,,60,200,194,,66.3,,2.8,,,-8.8,51.5,,18.20,,,4.74,4.53,,,,,,,,
WB3,WB,S,REG,2001,4,24,11,SPRING,114.50,5593.46,97,95,,36,24,,10.5,9.0,84,28,,1.8,<DL,1.40,,"1,050",,44,,1.14,65,210,203,,66.4,,2.5,,0.5,-6.6,50.3,22.393,18.20,0.72,4.61,4.74,4.57,,,,,,,6.2,
WB3,WB,S,REP,2001,4,24,11,SPRING,114.50,5593.46,97,95,,36,25,,10.2,9.0,83,32,,1.9,<DL,1.40,,"1,060",,44,,1.13,60,210,204,,65.9,,2.5,,0.5,-7.2,50.2,22.393,17.80,,,4.75,4.56,4.65,,,,,,,
EB8,EB,S,REG,2001,4,24,12,SPRING,114.50,5593.50,41,40,,18,9,,4.6,4.0,64,25,,1.4,<DL,1.40,,240,,76,,0.18,45,82,77,,1.4,,3.0,,0.5,2.6,20.6,30.575,6.03,2.28,5.13,5.22,5.08,,,,,,,2.0,
EB8,EB,5,ISCO,2001,4,25,16,SPRING,115.70,5594.67,44,42,,18,10,,3.8,3.0,72,34,,1.5,<DL,1.40,,194,,,,,44,85,80,<RL,0.5,,2.9,,,-0.1,20.1,15.061,4.68,,,5.33,5.03,,,,,,,,
WB3,WB,3,ISCO,2001,4,25,16,SPRING,115.70,5594.67,88,86,,34,23,,9.5,8.0,83,35,,1.9,<DL,1.40,,913,,,,,56,200,194,,62.3,,2.3,,,-9.1,46.9,16.222,17.40,,,4.76,4.52,,,,,,,,
EB8,EB,7,ISCO,2001,4,27,16,SPRING,117.70,5596.67,48,46,,19,9,,3.8,3.0,74,31,,1.7,<DL,1.40,,155,,,,,50,88,83,<RL,0.1,,2.2,,,2.1,21.4,5.634,3.47,,,5.46,5.19,,,,,,,,
WB3,WB,5,ISCO,2001,4,27,16,SPRING,117.70,5596.67,93,91,,35,24,,8.7,8.0,87,35,,2.2,<DL,1.40,,750,,,,,61,190,184,,55.3,,2.0,,,-8.7,45.3,6.596,14.80,,,4.83,4.57,,,,,,,,
EB8,EB,9,ISCO,2001,4,29,16,SPRING,119.70,5598.67,50,48,,21,10,,4.1,3.0,81,35,,1.8,<DL,1.40,,136,,,,,54,88,82,<RL,0.1,,2.2,,,3.6,22.1,3.086,2.75,,,5.56,5.22,,,,,,,,
WB3,WB,7,ISCO,2001,4,29,16,SPRING,119.70,5598.67,95,92,,36,24,,8.7,8.0,88,35,,2.3,<DL,1.40,,652,,,,,62,190,184,,50.0,,1.8,,,-6.6,44.6,3.935,14.10,,,4.85,4.61,,,,,,,,
WB3,WB,S,REG,2001,5,1,10,SPRING,121.40,5600.42,81,79,,33,20,,8.7,7.0,87,33,,2.1,<DL,1.40,,909,,36,,0.88,64,210,203,,49.1,,1.7,,0.7,-8.9,47.6,3.171,19.10,1.32,4.73,4.72,4.55,,,,,,,1.5,
EB8,EB,S,REG,2001,5,1,15,SPRING,121.60,5600.60,33,31,,15,6,,2.6,2.0,71,31,,1.4,<DL,1.40,,254,,60,,0.11,47,89,84,<RL,0.1,,2.4,,0.7,-8.0,22.6,2.321,12.60,2.25,4.97,4.90,4.70,,,,,,,2.5,
EB8,EB,S,DUP,2001,5,1,16,SPRING,121.70,5600.67,53,51,,21,9,,4.3,3.0,85,36,,1.9,<DL,1.40,,127,,50,<RL,0.07,57,90,84,<DL,0.05,,3.0,<RL,0.4,5.1,22.5,2.321,2.40,3.60,5.45,5.62,5.33,,,,,,,1.5,
EB8,EB,S,REG,2001,5,1,16,SPRING,121.70,5600.67,53,51,,21,9,,4.3,3.0,84,35,,2.0,<DL,1.40,,127,,51,<RL,0.06,58,90,84,<RL,0.1,,3.1,<RL,0.4,4.1,21.6,2.321,2.34,3.38,5.42,5.63,5.35,,,,,,,1.2,
EB8,EB,S,REP,2001,5,1,16,SPRING,121.70,5600.67,53,51,,21,9,,4.3,3.0,86,36,,1.9,<DL,1.40,,128,,52,<RL,0.07,58,90,84,<RL,0.1,,3.1,,0.5,4.7,22.0,2.321,2.29,,,5.64,5.33,5.43,,,,,,,
WB3,WB,S,REG,2001,5,1,16,SPRING,121.70,5600.67,98,96,,37,24,,9.5,8.0,92,36,,2.4,<DL,1.40,,562,,31,,0.78,65,190,183,,44.8,,2.1,<RL,0.4,-5.9,42.6,3.114,14.50,0.82,4.77,4.84,4.65,,,,,,,6.0,
WB3,WB,S,DUP,2001,5,15,10,SPRING,135.40,5614.42,102,99,,40,26,,8.7,7.0,105,40,,2.8,<DL,1.40,,285,,36,,0.36,76,170,162,,17.4,,1.7,,0.5,0.0,37.6,1.217,8.13,9.37,5.83,5.09,4.90,,,,,,,,
WB3,WB,S,REG,2001,5,15,10,SPRING,135.40,5614.42,106,103,,41,27,,8.4,7.0,108,44,,2.9,<DL,1.40,,274,,33,,0.38,75,170,162,,17.5,,1.8,,0.6,-0.5,39.7,1.217,7.59,2.15,5.02,5.12,4.91,,,,,,,6.4,
WB3,WB,S,REP,2001,5,15,10,SPRING,135.40,5614.42,103,100,,42,27,,7.7,6.0,106,40,,2.8,<DL,1.40,,275,,33,,0.37,77,170,162,,17.6,,1.9,,0.6,-0.5,38.5,1.217,7.24,,,5.14,4.92,5.05,,,,,,6.2,
EB8,EB,S,REG,2001,5,15,11,SPRING,135.50,5614.46,64,62,,25,11,,4.1,3.0,102,41,,2.3,<DL,1.40,,99,,45,<RL,0.08,71,94,87,<RL,0.1,,3.6,,0.6,9.1,24.9,0.764,1.17,7.59,5.62,5.93,5.56,,,,,,,2.5,
WB3,WB,S,REG,2001,5,29,10,SPRING,149.40,5628.42,100,97,,39,24,,5.9,4.0,108,39,,2.9,<DL,1.40,,190,,31,,0.20,80,170,162,,7.0,,1.6,,0.7,-0.5,36.9,1.076,7.24,3.06,5.11,5.14,4.99,,,,,,,1.9,
EB8,EB,S,DUP,2001,5,29,11,SPRING,149.50,5628.46,64,61,,25,10,,3.1,2.0,104,40,,2.3,<DL,1.40,,93,,43,<RL,0.07,74,97,89,<DL,0.05,,2.3,,0.7,12.0,25.6,1.302,0.93,8.52,5.60,6.03,5.69,,,,,,,2.4,
EB8,EB,S,REG,2001,5,29,11,SPRING,149.50,5628.46,63,61,,25,10,,3.1,2.0,107,43,,2.4,<DL,1.40,,91,,42,<RL,0.08,75,98,90,<RL,0.2,,1.8,,0.7,12.3,25.6,1.302,1.00,10.30,5.70,6.00,5.70,,,,,,,2.4,
EB8,EB,S,REP,2001,5,29,11,SPRING,149.50,5628.46,65,63,,26,11,,3.1,2.0,108,44,,2.4,<DL,1.40,,91,,42,<RL,0.08,75,97,89,<DL,0.05,,1.8,,0.7,11.1,25.3,1.302,0.95,,,6.02,5.69,5.70,,,,,,2.1,
EB8,EB,3,ISCO,2001,5,31,16,SPRING,151.70,5630.67,65,63,,26,11,,2.6,1.0,97,32,,2.3,<DL,1.40,,100,,,,,76,100,92,<RL,0.1,,1.8,,,12.4,26.4,0.481,0.83,,,6.08,5.48,,,,,,,,
WB3,WB,3,ISCO,2001,5,31,16,SPRING,151.70,5630.67,96,93,,38,22,,5.1,4.0,110,41,,2.8,<DL,1.40,,164,,,,,80,160,152,,5.0,,1.8,,,2.3,36.7,0.736,3.72,,,5.43,5.11,,,,,,,,
EB8,EB,4,ISCO,2001,6,1,16,SUMMER,152.70,5631.67,67,64,,26,10,,2.6,1.0,100,33,,2.3,<DL,1.40,,99,,,,,78,100,92,<RL,0.1,,1.9,,,14.0,26.7,0.311,0.68,,,6.17,5.55,,,,,,,,
WB3,WB,4,ISCO,2001,6,1,16,SUMMER,152.70,5631.67,94,91,,38,22,,4.9,3.0,106,37,,2.8,<DL,1.40,,154,,,,,80,160,152,,4.2,,2.0,,,4.2,36.2,0.566,3.16,,,5.50,5.19,,,,,,,,
EB8,EB,11,ISCO,2001,6,5,2,SUMMER,156.10,5635.08,63,61,,23,10,,2.3,1.0,93,36,,2.0,<DL,1.40,,101,,,,,66,95,88,<DL,0.05,,2.1,,,13.2,24.7,4.473,0.74,,,6.13,5.62,,,,,,,,
WB3,WB,S,DUP,2001,6,5,11,SUMMER,156.50,5635.46,103,100,,38,23,,5.9,4.0,102,37,,2.6,<DL,1.40,,217,,34,,0.28,76,180,172,,11.2,,1.7,<RL,0.4,-1.9,37.3,3.510,7.41,1.60,5.07,5.13,4.95,,,,,,,1.2,
WB3,WB,S,REG,2001,6,5,11,SUMMER,156.50,5635.46,105,102,,38,23,,5.9,4.0,104,39,,2.6,<DL,1.40,,216,,29,,0.24,76,180,172,,11.1,,1.7,,0.5,-2.7,37.5,3.510,8.71,2.05,5.08,5.06,4.94,,,,,,,1.6,
WB3,WB,S,REP,2001,6,5,11,SUMMER,156.50,5635.46,106,103,,38,23,,5.9,4.0,108,43,,2.6,<DL,1.40,,217,,28,,0.24,76,180,172,,11.1,,1.7,,0.5,-2.1,37.3,3.510,7.59,,,5.12,4.94,5.11,,,,,,2.2,
EB8,EB,S,REG,2001,6,5,12,SUMMER,156.50,5635.50,63,60,,23,10,,2.8,2.0,96,39,,2.0,<DL,1.40,,97,,37,,0.16,67,96,89,<DL,0.05,,2.2,,0.5,9.3,23.8,3.878,1.17,6.97,5.67,5.93,5.73,,,,,,,1.9,
EB8,EB,7,ISCO,2001,12,2,16,WINTER,336.70,5815.67,84,79,,35,8,,8.7,6.0,111,-9,,2.1,<RL,2.77,,96,,,,,140,94,80,<DL,0.05,,2.3,,,12.8,34.1,1.189,0.89,,,6.05,5.63,,,,,,,,
WB3,WB,7,ISCO,2001,12,2,16,WINTER,336.70,5815.67,115,110,,53,30,,11.8,10.0,111,8,,2.5,<DL,1.40,,88,,,,,120,160,148,,10.6,,1.7,,,7.1,41.3,0.963,1.82,,,5.74,5.32,,,,,,,,
EB8,EB,13,ISCO,2001,12,23,16,WINTER,357.70,5836.67,86,81,,33,8,,3.8,1.0,109,-3,,2.2,<DL,1.40,,85,,,,,130,100,87,<DL,0.05,,2.6,,,11.5,31.9,0.311,0.79,,,6.10,5.59,,,,,,,,
WB3,WB,13,ISCO,2001,12,23,16,WINTER,357.70,5836.67,124,120,,47,26,,6.9,5.0,107,12,,2.8,<DL,1.40,,73,,,,,110,160,149,,6.2,,2.3,,,12.5,39.3,0.368,0.63,,,6.20,5.58,,,,,,,,
EB8,EB,14,ISCO,2001,12,24,16,WINTER,358.70,5837.67,86,82,,33,10,,4.6,2.0,105,2,,2.0,<DL,1.40,,92,,,,,120,96,84,,8.1,,3.4,,,12.3,31.1,0.991,0.72,,,6.14,5.65,,,,,,,,
WB3,WB,14,ISCO,2001,12,24,16,WINTER,358.70,5837.67,117,113,,46,27,,12.8,11.0,104,18,,2.7,<DL,1.40,,112,,,,,100,140,130,,14.1,,3.8,,,14.9,37.1,1.047,0.69,,,6.16,5.51,,,,,,,,
EB8,EB,15,ISCO,2001,12,24,20,WINTER,358.80,5837.83,77,73,,29,9,,10.2,8.0,90,4,,1.6,<DL,1.40,,139,,,,,100,84,74,,7.4,,4.6,,,12.8,28.1,6.879,0.81,,,6.09,5.65,,,,,,,,
WB3,WB,15,ISCO,2001,12,24,20,WINTER,358.80,5837.83,92,88,,39,22,,27.1,25.0,88,11,,2.1,<DL,1.40,,164,,,,,90,120,111,,13.8,,5.5,,,11.4,34.2,5.351,1.62,,,5.79,5.36,,,,,,,,
EB8,EB,16,ISCO,2001,12,24,22,WINTER,358.90,5837.92,73,69,,28,7,,12.5,10.0,90,-4,,1.8,<DL,1.40,,172,,,,,110,87,76,,6.6,,4.3,,,7.4,29.6,27.206,1.70,,,5.77,5.44,,,,,,,,
WB3,WB,16,ISCO,2001,12,24,22,WINTER,358.90,5837.92,114,110,,49,30,,24.5,23.0,90,8,,2.0,<DL,1.40,,259,,,,,96,160,150,,27.7,,3.9,,,0.0,42.3,22.422,5.37,,,5.27,5.03,,,,,,,,
EB8,EB,17,ISCO,2001,12,25,0,WINTER,359.00,5838.00,73,69,,29,7,,11.0,9.0,95,1,,1.9,<DL,1.40,,167,,,,,110,88,77,,6.1,,3.9,,,5.8,29.8,0.000,1.91,,,5.72,5.40,,,,,,,,
WB3,WB,17,ISCO,2001,12,25,0,WINTER,359.00,5838.00,127,123,,51,32,,22.5,21.0,90,6,,2.0,<DL,1.40,,403,,,,,98,190,180,,36.0,,3.4,,,-3.9,47.7,0.000,8.51,,,5.07,4.86,,,,,,,,
EB8,EB,18,ISCO,2001,12,25,2,WINTER,359.10,5838.08,74,70,,29,7,,10.0,8.0,97,3,,1.9,<DL,1.40,,180,,,,,110,91,80,,5.0,,3.9,,,4.6,30.3,28.310,2.51,,,5.60,5.34,,,,,,,,
WB3,WB,18,ISCO,2001,12,25,2,WINTER,359.10,5838.08,127,123,,50,31,,19.7,18.0,91,5,,2.1,<DL,1.40,,436,,,,,100,190,180,,34.2,,3.5,,,-3.5,47.6,18.883,8.32,,,5.08,4.86,,,,,,,,
EB8,EB,20,ISCO,2001,12,25,6,WINTER,359.30,5838.25,73,69,,29,7,,8.9,7.0,95,1,,1.8,<DL,1.40,,181,,,,,110,94,83,,4.1,,3.8,,,4.4,30.2,22.705,2.40,,,5.62,5.35,,,,,,,,
WB3,WB,20,ISCO,2001,12,25,6,WINTER,359.30,5838.25,128,124,,49,29,,16.1,14.0,93,7,,2.0,<DL,1.40,,549,,,,,100,200,190,,33.1,,3.3,,,-4.5,49.3,16.137,10.20,,,4.99,4.78,,,,,,,,
EB8,EB,22,ISCO,2001,12,25,10,WINTER,359.40,5838.42,74,70,,29,7,,8.2,6.0,94,0,,1.9,<DL,1.40,,168,,,,,110,95,84,,2.6,,3.7,,,4.2,29.7,16.420,2.14,,,5.67,5.37,,,,,,,,
WB3,WB,22,ISCO,2001,12,25,10,WINTER,359.40,5838.42,127,123,,46,27,,14.8,13.0,93,7,,2.0,<DL,1.40,,595,,,,,100,200,190,,31.6,,2.9,,,-3.8,49.9,13.192,10.50,,,4.98,4.76,,,,,,,,
EB8,EB,24,ISCO,2001,12,25,14,WINTER,359.60,5838.58,75,71,,29,7,,7.7,6.0,95,1,,1.9,<DL,1.40,,157,,,,,110,95,84,,1.6,,3.6,,,6.1,29.5,12.683,2.09,,,5.68,5.40,,,,,,,,
WB3,WB,24,ISCO,2001,12,25,14,WINTER,359.60,5838.58,125,121,,45,26,,13.6,12.0,94,8,,2.0,<DL,1.40,,576,,,,,100,200,190,,28.7,,2.8,,,-3.5,49.2,10.192,10.20,,,4.99,4.79,,,,,,,,
WB3,WB,S,DUP,2001,12,26,9,WINTER,360.40,5839.38,126,122,,44,22,,11.3,9.0,97,2,,2.1,<DL,1.40,,536,,44,,0.46,110,200,189,,24.5,,1.8,,0.6,-3.9,46.9,4.331,10.20,1.38,4.82,4.99,4.82,,,,,,,1.8,
WB3,WB,S,REG,2001,12,26,9,WINTER,360.40,5839.38,128,124,,44,23,,10.7,9.0,97,2,,2.1,<DL,1.40,,537,,41,,0.46,110,200,189,,24.5,,1.8,<RL,0.4,-4.2,49.3,4.331,11.20,0.94,4.83,4.95,4.81,,,,,,,1.7,
EB8,EB,S,REG,2001,12,26,11,WINTER,360.50,5839.46,75,71,,29,7,,6.4,4.0,96,2,,2.0,<DL,1.40,,125,,51,,0.15,110,94,83,<DL,0.05,,2.0,,0.5,5.6,28.8,5.464,1.82,4.06,5.40,5.74,5.49,,,,,,,3.4,
EB8,EB,S,REP,2001,12,26,11,WINTER,360.50,5839.46,74,70,,28,7,,6.4,4.0,97,3,,1.9,<DL,1.40,,125,,,,0.15,110,94,83,<DL,0.05,,2.0,,0.5,5.6,28.7,5.464,1.70,,,5.77,5.49,5.46,,,,,,4.6,
WB3,WB,S,DUP,2002,2,5,,WINTER,36.00,5870.00,119,115,,42,21,,6.4,4.0,85,-8,,2.7,<DL,1.40,,212,,67,,0.26,108,179,168,,14.0,,1.3,,0.6,-1.8,36.5,,5.37,2.68,5.12,5.27,5.08,,,,,,,2.0,
WB3,WB,S,REP,2002,2,5,,WINTER,36.00,5870.00,121,117,,42,21,,7.4,5.0,87,-7,,2.6,<DL,1.40,,206,,,,0.27,110,179,168,,14.1,,1.1,,0.6,-0.6,36.6,,5.25,,,5.28,5.09,5.15,,,,,,2.8,
WB3,WB,S,REG,2002,2,5,10,WINTER,36.42,5870.42,121,117,,43,21,,7.2,5.0,88,-7,,2.6,<DL,1.40,,205,,68,,0.27,110,179,168,,14.1,,1.3,,0.6,0.4,36.5,0.764,5.62,2.62,5.11,5.25,5.06,,,,,,,3.1,
EB8,EB,S,REG,2002,2,5,11,WINTER,36.46,5870.46,73,70,,26,7,,3.3,1.0,117,31,,2.2,<DL,1.40,,73,,43,<RL,0.07,101,100,90,<RL,0.5,,1.3,,0.5,8.5,24.8,0.878,1.00,4.78,5.48,6.00,5.76,,,,,,<DL,0.3,
EB8,EB,6,ISCO,2002,2,10,16,WINTER,41.67,5875.67,75,71,,28,8,,4.6,3.0,123,33,,2.1,<DL,1.40,,81,,,,,105,99,88,<RL,0.6,,1.9,,,9.4,37.7,0.651,0.81,,,6.09,5.72,,,,,,,,
WB3,WB,6,ISCO,2002,2,10,16,WINTER,41.67,5875.67,112,108,,42,22,,6.6,5.0,103,16,,2.7,<DL,1.40,,200,,,,,101,168,158,,12.4,,1.7,,,26.2,39.4,0.708,3.02,,,5.52,5.10,,,,,,,,
EB8,EB,7,ISCO,2002,2,11,2,WINTER,42.08,5876.08,61,58,,26,9,,8.2,7.0,84,11,,1.5,<DL,1.40,,190,,,,,85,81,72,,11.1,,2.8,,,7.0,28.6,10.786,1.29,,,5.89,5.52,,,,,,,,
WB3,WB,7,ISCO,2002,2,11,2,WINTER,42.08,5876.08,98,95,,39,21,,10.7,9.0,92,10,,1.7,<DL,1.40,,262,,,,,95,151,141,,22.5,,2.4,,,-2.5,38.0,10.928,6.61,,,5.18,4.90,,,,,,,,
EB8,EB,8,ISCO,2002,2,11,4,WINTER,42.17,5876.17,63,60,,26,10,,8.2,7.0,84,10,,1.5,<DL,1.40,,186,,,,,86,81,72,,11.1,,3.3,,,2.6,26.5,39.634,2.95,,,5.53,5.23,,,,,,,,
WB3,WB,9,ISCO,2002,2,11,6,WINTER,42.25,5876.25,103,100,,42,25,,16.9,15.0,91,18,,1.8,,37.70,,530,,,,,85,223,214,,29.3,,2.6,,,-5.8,49.9,36.237,11.20,,,4.95,4.73,,,,,,,,
EB8,EB,11,ISCO,2002,2,11,10,WINTER,42.42,5876.42,63,60,,26,9,,6.9,5.0,87,10,,1.6,<DL,1.40,,186,,,,,90,88,79,,7.6,,3.0,,,3.1,27.4,31.707,3.31,,,5.48,5.22,,,,,,,,
WB3,WB,11,ISCO,2002,2,11,10,WINTER,42.42,5876.42,113,109,,44,26,,16.4,15.0,100,20,,1.9,,36.60,,648,,,,,93,247,237,,32.6,,2.2,,,-5.6,53.8,20.072,12.30,,,4.91,4.72,,,,,,,,
EB8,EB,13,ISCO,2002,2,11,14,WINTER,42.58,5876.58,63,60,,26,8,,5.6,4.0,87,12,,1.7,<DL,1.40,,176,,,,,88,89,80,,6.2,,2.7,,,3.0,27.0,20.666,2.88,,,5.54,5.27,,,,,,,,
WB3,WB,13,ISCO,2002,2,11,14,WINTER,42.58,5876.58,110,106,,44,25,,15.1,13.0,100,18,,2.0,,28.30,,744,,,,,96,247,237,,33.9,,2.1,,,-6.4,53.7,16.561,12.90,,,4.89,4.70,,,,,,,,
EB8,EB,15,ISCO,2002,2,11,18,WINTER,42.75,5876.75,64,61,,26,9,,5.1,3.0,88,12,,1.7,<DL,1.40,,165,,,,,88,89,80,,5.0,,2.6,,,3.0,26.6,14.891,2.57,,,5.59,5.30,,,,,,,,
WB3,WB,15,ISCO,2002,2,11,18,WINTER,42.75,5876.75,114,111,,43,24,,13.3,11.0,103,19,,2.0,,20.50,,765,,,,,98,242,232,,35.3,,2.0,,,-6.5,54.0,12.287,12.60,,,4.90,4.69,,,,,,,,
EB8,EB,17,ISCO,2002,2,11,22,WINTER,42.92,5876.92,61,58,,25,7,,4.9,3.0,85,9,,1.7,<DL,1.40,,157,,,,,89,90,81,,4.1,,2.7,,,5.0,26.8,11.267,2.40,,,5.62,5.35,,,,,,,,
WB3,WB,17,ISCO,2002,2,11,22,WINTER,42.92,5876.92,116,113,,43,24,,12.3,10.0,102,17,,2.0,,14.40,,784,,,,,99,237,227,,36.8,,2.0,,,-6.4,53.5,9.654,12.60,,,4.90,4.69,,,,,,,,
EB8,EB,21,ISCO,2002,2,12,6,WINTER,43.25,5877.25,64,60,,26,8,,4.6,3.0,88,11,,1.7,<DL,1.40,,149,,,,,90,92,83,,2.4,,2.4,,,4.3,26.7,7.842,1.82,,,5.74,5.39,,,,,,,,
WB3,WB,21,ISCO,2002,2,12,6,WINTER,43.25,5877.25,119,115,,43,24,,10.7,9.0,102,17,,2.0,,7.20,,784,,,,,99,228,218,,39.6,,1.9,,,-6.4,52.4,6.738,11.70,,,4.93,4.71,,,,,,,,
EB8,EB,24,ISCO,2002,2,12,12,WINTER,43.50,5877.50,64,61,,26,8,,4.3,3.0,87,9,,1.8,<DL,1.40,,140,,,,,90,92,83,,1.8,,2.4,,,4.4,26.5,6.794,2.00,,,5.70,5.41,,,,,,,,
WB3,WB,24,ISCO,2002,2,12,12,WINTER,43.50,5877.50,120,117,,44,24,,10.0,8.0,103,18,,2.1,<RL,3.88,,776,,,,,99,222,212,,41.2,,1.8,,,-5.3,51.9,5.577,12.60,,,4.90,4.70,,,,,,,,
